CÓDIGO,AÑO DE INGRESO,REGIÓN,DEPARTAMENTO,DISTRITO,SEXO,EDAD,ESTUDIOS ALCANZADOS,OCUPACIÓN,CARRERA PROFESIONAL O TÉCNICA
MCC-2021-3273,2021,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,25,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2021-3274,2021,AMAZONAS,BONGARA,COROSHA,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2021-3275,2021,AMAZONAS,BAGUA,BAGUA,M,30,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-3276,2021,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,M,29,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-0002,2022,AMAZONAS,BAGUA,ARAMANGO,F,23,ESTUDIANTE PREGRADO,DESEMPLEADO,DERECHO
MCC-2022-0003,2022,AMAZONAS,BAGUA,BAGUA,M,19,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0004,2022,AMAZONAS,BAGUA,BAGUA,M,23,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2022-0005,2022,AMAZONAS,BAGUA,BAGUA,M,39,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0006,2022,AMAZONAS,BAGUA,BAGUA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2022-0007,2022,AMAZONAS,BAGUA,COPALLIN,M,19,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0008,2022,AMAZONAS,BONGARA,FLORIDA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0009,2022,AMAZONAS,BONGARA,FLORIDA,M,18,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS DE LA SALUD
MCC-2022-0010,2022,AMAZONAS,BONGARA,FLORIDA,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0011,2022,AMAZONAS,BONGARA,SHIPASBAMBA,M,21,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA CIVIL
MCC-2022-0012,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,F,23,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-0013,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,23,ESTUDIANTE PREGRADO,PRACTICANTE,PSICOLOGIA
MCC-2022-0014,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,18,ESTUDIANTE PREGRADO,ESTUDIANTE,COMPUTACION E INFORMATICA
MCC-2022-0015,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0016,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0017,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS DE LA SALUD
MCC-2022-0018,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,F,26,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-0019,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0020,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,34,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-0021,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,28,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2022-0022,2022,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,38,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2022-0023,2022,AMAZONAS,CHACHAPOYAS,CHETO,M,26,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA CIVIL
MCC-2022-0024,2022,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0025,2022,AMAZONAS,CHACHAPOYAS,LA JALCA,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0026,2022,AMAZONAS,CHACHAPOYAS,LA JALCA,F,20,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0027,2022,AMAZONAS,CHACHAPOYAS,LEVANTO,F,20,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2022-0028,2022,AMAZONAS,CONDORCANQUI,EL CENEPA,M,32,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2022-0029,2022,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,M,22,ESTUDIANTE PREGRADO,DESEMPLEADO,CIENCIAS SOCIALES
MCC-2022-0030,2022,AMAZONAS,LUYA,CAMPORREDONDO,F,20,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2022-0031,2022,AMAZONAS,LUYA,CONILA,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2022-0032,2022,AMAZONAS,LUYA,LAMUD,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2022-0033,2022,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2022-0034,2022,AMAZONAS,LUYA,SANTO TOMAS,M,65,SECUNDARIA,LABORANDO,NO INFORMO
MCC-2022-0035,2022,AMAZONAS,LUYA,SANTO TOMAS,M,32,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-0036,2022,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,M,26,LICENCIADO/BACHILLER,ESTUDIANTE,DERECHO
MCC-2022-0037,2022,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,M,25,ESTUDIANTE PREGRADO,PRACTICANTE,INGENIERIA AMBIENTAL
MCC-2022-0038,2022,AMAZONAS,UTCUBAMBA,CAJARURO,F,26,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2018-0006,2018,ANCASH,SANTA,NUEVO CHIMBOTE,F,56,LICENCIADO/BACHILLER,INDEPENDIENTE,ADMINISTRACION
MCC-2018-0010,2018,ANCASH,SANTA,CHIMBOTE,F,30,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2018-0017,2018,ANCASH,SANTA,CHIMBOTE,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2018-0001,2018,ANCASH,SANTA,NUEVO CHIMBOTE,M,31,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2018-0023,2018,ANCASH,SANTA,NUEVO CHIMBOTE,F,41,MAESTRIA,LABORANDO,ADMINISTRACION
MCC-2018-0339,2018,ANCASH,MARISCAL LUZURIAGA,MUSGA,M,23,LICENCIADO/BACHILLER,ESTUDIANTE,CONSTRUCCION CIVIL
MCC-2018-0008,2018,ANCASH,SANTA,CHIMBOTE,F,31,LICENCIADO/BACHILLER,INDEPENDIENTE,CONTABILIDAD
MCC-2018-0012,2018,ANCASH,SANTA,NUEVO CHIMBOTE,M,27,LICENCIADO/BACHILLER,INDEPENDIENTE,CONTABILIDAD
MCC-2018-0020,2018,ANCASH,CASMA,CASMA,M,50,LICENCIADO/BACHILLER,INDEPENDIENTE,CONTABILIDAD
MCC-2018-0003,2018,ANCASH,SANTA,CHIMBOTE,F,28,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2018-0007,2018,ANCASH,SANTA,CHIMBOTE,F,35,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2018-0009,2018,ANCASH,SANTA,CHIMBOTE,M,44,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2018-0015,2018,ANCASH,SANTA,NUEVO CHIMBOTE,M,30,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2018-0016,2018,ANCASH,SANTA,CHIMBOTE,F,33,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2018-0018,2018,ANCASH,SANTA,CHIMBOTE,F,58,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2018-0021,2018,ANCASH,SANTA,CHIMBOTE,M,30,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2018-0022,2018,ANCASH,SANTA,NUEVO CHIMBOTE,F,64,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2018-0019,2018,ANCASH,SANTA,NUEVO CHIMBOTE,M,25,LICENCIADO/BACHILLER,INDEPENDIENTE,ECONOMIA
MCC-2018-0024,2018,ANCASH,SANTA,CHIMBOTE,M,52,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA AGRICOLA
MCC-2018-0005,2018,ANCASH,SANTA,NUEVO CHIMBOTE,F,28,LICENCIADO/BACHILLER,INDEPENDIENTE,INGENIERIA AGRONOMA
MCC-2018-0011,2018,ANCASH,SANTA,CHIMBOTE,M,30,LICENCIADO/BACHILLER,INDEPENDIENTE,INGENIERIA AGRONOMA
MCC-2018-0014,2018,ANCASH,SANTA,CHIMBOTE,F,35,LICENCIADO/BACHILLER,INDEPENDIENTE,INGENIERIA CIVIL
MCC-2018-0004,2018,ANCASH,SANTA,SANTA,F,30,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2018-0013,2018,ANCASH,SANTA,CHIMBOTE,F,37,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2018-0151,2018,ANCASH,HUARAZ,HUARAZ,F,44,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2018-0002,2018,ANCASH,SANTA,NUEVO CHIMBOTE,F,34,SECUNDARIA,DESEMPLEADO,NO INFORMO
MCC-2019-0035,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,33,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-0042,2019,ANCASH,RECUAY,MARCA,M,32,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-0017,2019,ANCASH,MARISCAL LUZURIAGA,LUCMA,F,30,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-0037,2019,ANCASH,HUARAZ,HUARAZ,F,43,LICENCIADO/BACHILLER,DOCENCIA,DERECHO
MCC-2019-0036,2019,ANCASH,HUARAZ,HUARAZ,M,28,LICENCIADO/BACHILLER,DOCENCIA,ADMINISTRACION
MCC-2019-0076,2019,ANCASH,SANTA,CHIMBOTE,M,31,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-0094,2019,ANCASH,SANTA,CHIMBOTE,F,37,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-0004,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,24,LICENCIADO/BACHILLER,DOCENCIA,ADMINISTRACION
MCC-2019-0006,2019,ANCASH,HUARMEY,HUARMEY,F,36,LICENCIADO/BACHILLER,DOCENCIA,ADMINISTRACION
MCC-2019-0009,2019,ANCASH,ASUNCION,CHACAS,M,29,LICENCIADO/BACHILLER,DOCENCIA,ADMINISTRACION
MCC-2019-0030,2019,ANCASH,HUARAZ,HUARAZ,M,40,LICENCIADO/BACHILLER,DOCENCIA,ADMINISTRACION
MCC-2019-0014,2019,ANCASH,CASMA,YAUTAN,M,31,LICENCIADO/BACHILLER,DOCENCIA,ADMINISTRACION
MCC-2019-0168,2019,ANCASH,SANTA,NUEVO CHIMBOTE,M,28,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-0015,2019,ANCASH,HUARAZ,PARIACOTO,M,36,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA AGRONOMA
MCC-2019-0047,2019,ANCASH,YUNGAY,MATACOTO,M,26,LICENCIADO/BACHILLER,DOCENCIA,NO INFORMO
MCC-2019-0083,2019,ANCASH,SANTA,NUEVO CHIMBOTE,F,37,LICENCIADO/BACHILLER,INGENIERIA,NO INFORMO
MCC-2019-0044,2019,ANCASH,SANTA,CHIMBOTE,M,26,LICENCIADO/BACHILLER,DOCENCIA,NO INFORMO
MCC-2019-0070,2019,ANCASH,HUARAZ,HUARAZ,F,29,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-0085,2019,ANCASH,HUAYLAS,CARAZ,F,28,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-0086,2019,ANCASH,HUAYLAS,CARAZ,M,31,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2019-0023,2019,ANCASH,HUARAZ,HUARAZ,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2019-0034,2019,ANCASH,HUARMEY,HUARMEY,F,61,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2019-0041,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,31,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2019-0054,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,48,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2019-0056,2019,ANCASH,CARHUAZ,ACOPAMPA,F,31,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2019-0071,2019,ANCASH,HUARAZ,HUARAZ,F,26,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2019-0074,2019,ANCASH,HUARI,MASIN,M,39,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2019-0093,2019,ANCASH,SANTA,CHIMBOTE,F,38,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2019-0096,2019,ANCASH,POMABAMBA,POMABAMBA,M,62,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS SOCIALES
MCC-2019-0027,2019,ANCASH,HUARI,HUARI,F,35,LICENCIADO/BACHILLER,PROFESIONAL TECNICO,COMPUTACION E INFORMATICA
MCC-2019-0005,2019,ANCASH,SANTA,NUEVO CHIMBOTE,F,25,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0008,2019,ANCASH,HUARAZ,HUARAZ,F,29,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0025,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,27,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0065,2019,ANCASH,HUARI,HUANTAR,F,27,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2019-0149,2019,ANCASH,SANTA,NUEVO CHIMBOTE,M,26,LICENCIADO/BACHILLER,CONTADOR,CONTABILIDAD
MCC-2019-0029,2019,ANCASH,HUARAZ,HUARAZ,M,41,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0038,2019,ANCASH,HUARAZ,HUARAZ,M,30,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0090,2019,ANCASH,SANTA,CHIMBOTE,M,32,LICENCIADO/BACHILLER,CONTADOR,CONTABILIDAD
MCC-2019-0010,2019,ANCASH,RECUAY,COTAPARACO,F,40,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0011,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,44,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0024,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,33,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0055,2019,ANCASH,HUAYLAS,CARAZ,F,30,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0058,2019,ANCASH,HUARAZ,HUARAZ,F,43,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-0002,2019,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,F,38,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2019-0022,2019,ANCASH,HUARAZ,HUARAZ,M,46,MAESTRIA,LABORANDO,DERECHO
MCC-2019-0064,2019,ANCASH,HUARI,MASIN,M,55,LICENCIADO/BACHILLER,LABORANDO,EDUCACION
MCC-2019-0012,2019,ANCASH,HUAYLAS,CARAZ,M,50,LICENCIADO/BACHILLER,DOCENCIA,EDUCACION
MCC-2019-0050,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,33,LICENCIADO/BACHILLER,DOCENCIA,EDUCACION
MCC-2019-0020,2019,ANCASH,RECUAY,COTAPARACO,F,27,LICENCIADO/BACHILLER,DOCENCIA,ECONOMIA
MCC-2019-0039,2019,ANCASH,YUNGAY,YUNGAY,M,27,LICENCIADO/BACHILLER,DOCENCIA,ECONOMIA
MCC-2019-0040,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,29,LICENCIADO/BACHILLER,DOCENCIA,ECONOMIA
MCC-2019-0007,2019,ANCASH,CARHUAZ,CARHUAZ,F,33,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2019-0016,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,27,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2019-0018,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,28,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2019-0028,2019,ANCASH,RECUAY,TICAPAMPA,F,44,LICENCIADO/BACHILLER,LABORANDO,ECONOMIA
MCC-2019-0013,2019,ANCASH,HUARAZ,HUARAZ,M,30,LICENCIADO/BACHILLER,DOCENCIA,ECONOMIA
MCC-2019-0003,2019,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,M,70,MAESTRIA,DESEMPLEADO,EDUCACION
MCC-2019-0078,2019,ANCASH,CASMA,CASMA,F,30,ESTUDIANTE PREGRADO,LABORANDO,EDUCACION
MCC-2019-0092,2019,ANCASH,CASMA,CASMA,M,53,LICENCIADO/BACHILLER,PESCADOR,ENFERMERIA
MCC-2019-0021,2019,ANCASH,HUARI,SAN MARCOS,F,29,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2019-1335,2019,ANCASH,SANTA,CHIMBOTE,F,27,LICENCIADO/BACHILLER,ESTUDIANTE,ESTUDIANTE
MCC-2019-0059,2019,ANCASH,HUARAZ,HUARAZ,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2019-0053,2019,ANCASH,HUARAZ,TARICA,F,37,ESTUDIANTE PREGRADO,DOCENCIA,ESTUDIANTE
MCC-2019-0019,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-0026,2019,ANCASH,HUARAZ,JANGAS,F,35,LICENCIADO/BACHILLER,DOCENCIA,INGENIERIA AMBIENTAL
MCC-2019-0043,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,29,LICENCIADO/BACHILLER,DOCENCIA,INGENIERIA AMBIENTAL
MCC-2019-0052,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,37,LICENCIADO/BACHILLER,DOCENCIA,INGENIERA EN INDUSTRIAS ALIMENTARIAS
MCC-2019-0045,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,32,LICENCIADO/BACHILLER,DOCENCIA,INGENIERIA DE MINAS
MCC-2019-1059,2019,ANCASH,SANTA,CHIMBOTE,F,27,LICENCIADO/BACHILLER,COMERCIO,INGENIERIA INDUSTRIAL
MCC-2019-0001,2019,ANCASH,SANTA,CHIMBOTE,F,43,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2019-0033,2019,ANCASH,HUARAZ,HUARAZ,M,33,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2019-0049,2019,ANCASH,HUARAZ,HUARAZ,M,28,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2019-0060,2019,ANCASH,PALLASCA,PAMPAS,M,30,LICENCIADO/BACHILLER,PRACTICANTE,INGENIERIA CIVIL
MCC-2019-0081,2019,ANCASH,SANTA,NUEVO CHIMBOTE,M,44,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2019-0084,2019,ANCASH,HUARAZ,INDEPENDENCIA,F,41,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2019-0062,2019,ANCASH,HUAYLAS,CARAZ,M,62,SECUNDARIA,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2019-0069,2019,ANCASH,HUARI,HUARI,F,33,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2019-0077,2019,ANCASH,SANTA,NUEVO CHIMBOTE,F,25,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2019-0067,2019,ANCASH,HUARI,HUARI,M,31,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA AGRICOLA
MCC-2019-0031,2019,ANCASH,YUNGAY,YANAMA,M,33,LICENCIADO/BACHILLER,DOCENCIA,INGENIERIA AGRICOLA
MCC-2019-0164,2019,ANCASH,SANTA,CHIMBOTE,F,35,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA AGRONOMA
MCC-2019-0072,2019,ANCASH,HUARI,HUARI,F,24,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA AGRONOMA
MCC-2019-0066,2019,ANCASH,HUARI,CAJAY,M,29,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA AGRONOMA
MCC-2019-0079,2019,ANCASH,SANTA,NUEVO CHIMBOTE,M,37,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA CIVIL
MCC-2019-0091,2019,ANCASH,SIHUAS,SIHUAS,M,26,LICENCIADO/BACHILLER,DOCENCIA,INGENIERIA CIVIL
MCC-2019-0051,2019,ANCASH,YUNGAY,YUNGAY,M,32,LICENCIADO/BACHILLER,DOCENCIA,INGENIERIA CIVIL
MCC-2019-0073,2019,ANCASH,HUARAZ,HUARAZ,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2019-0061,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,29,ESTUDIANTE PREGRADO,DOCENCIA,NO INFORMO
MCC-2019-0032,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,28,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-0063,2019,ANCASH,HUARAZ,INDEPENDENCIA,M,31,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-0068,2019,ANCASH,HUARI,HUARI,M,32,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2019-0082,2019,ANCASH,SANTA,SANTA,M,36,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2019-0088,2019,ANCASH,HUARAZ,HUARAZ,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2019-0089,2019,ANCASH,CASMA,CASMA,M,32,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-1859,2019,ANCASH,AIJA,SUCCHA,F,27,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2019-0087,2019,ANCASH,HUARMEY,HUARMEY,M,40,LICENCIADO/BACHILLER,PROFESIONAL TECNICO,TECNICO AGROPECUARIO
MCC-2019-0095,2019,ANCASH,POMABAMBA,POMABAMBA,F,21,LICENCIADO/BACHILLER,ESTUDIANTE,EDUCACION
MCC-2019-0100,2019,ANCASH,POMABAMBA,POMABAMBA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,EDUCACION
MCC-2019-0097,2019,ANCASH,POMABAMBA,POMABAMBA,F,23,LICENCIADO/BACHILLER,ESTUDIANTE,SECRETARIO EJECUTIVO
MCC-2020-0399,2020,ANCASH,HUARAZ,HUARAZ,M,45,DOCTORADO,LABORANDO,ECONOMIA
MCC-2020-0356,2020,ANCASH,CARHUAZ,CARHUAZ,M,31,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-0509,2020,ANCASH,POMABAMBA,POMABAMBA,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-0648,2020,ANCASH,YUNGAY,YUNGAY,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-0519,2020,ANCASH,RECUAY,RECUAY,M,29,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-0354,2020,ANCASH,CARHUAZ,ANTA,F,32,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2020-0577,2020,ANCASH,SANTA,CHIMBOTE,F,29,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2020-0611,2020,ANCASH,SANTA,NUEVO CHIMBOTE,F,31,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2020-0462,2020,ANCASH,HUARAZ,INDEPENDENCIA,F,37,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2020-0515,2020,ANCASH,RECUAY,CATAC,M,37,LICENCIADO/BACHILLER,DOCENCIA,DERECHO
MCC-2020-0585,2020,ANCASH,SANTA,NUEVO CHIMBOTE,F,31,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2020-0435,2020,ANCASH,HUARAZ,HUARAZ,F,30,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-0472,2020,ANCASH,HUARAZ,INDEPENDENCIA,M,41,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION
MCC-2020-0595,2020,ANCASH,SANTA,NUEVO CHIMBOTE,F,26,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-0359,2020,ANCASH,CARHUAZ,CARHUAZ,F,27,LICENCIADO/BACHILLER,INGENIERIA,ADMINISTRACION
MCC-2020-0388,2020,ANCASH,HUARAZ,HUARAZ,M,25,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-0402,2020,ANCASH,HUARAZ,HUARAZ,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-0516,2020,ANCASH,RECUAY,HUAYLLAPAMPA,F,27,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2020-0610,2020,ANCASH,SANTA,NUEVO CHIMBOTE,F,33,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION DE TURISMO
MCC-2020-0630,2020,ANCASH,SANTA,NUEVO CHIMBOTE,M,33,ESTUDIANTE PREGRADO,SUPERVISOR,ADMINISTRACION
MCC-2020-0409,2020,ANCASH,HUARAZ,HUARAZ,M,33,SECUNDARIA,DESEMPLEADO,ADMINISTRACION
MCC-2020-0635,2020,ANCASH,SANTA,SANTA,M,27,LICENCIADO/BACHILLER,INDEPENDIENTE,ADMINISTRACION
MCC-2020-0552,2020,ANCASH,SANTA,CHIMBOTE,F,28,LICENCIADO/BACHILLER,INDEPENDIENTE,ADMINISTRACION
